,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA,minimum temperature,maximum temperature,average temperature,dew point,relative humidity,heat index,wind speed,wind gust,wind direction,wind chill,precipitation,visibility,cloud cover,sea level pressure,weather_type
V51864,20091011.1427,Person,Nuisance Fire,49.99800000000001,-124.7213,0.0,40.4,52.1,46.7,35.7,66.95,,9.7,20.8,144.88,38.6,0.0,19.7,56.6,1012.0,"['""""', '49.99800000000001', '-124.7213', '""49.99800000000001', ' -124.7213""', '""49.99800000000001', ' -124.7213""', '""""', '""Partially cloudy""\n']"
V10259,20090607.1308,Person,Nuisance Fire,50.0037,-121.7331,0.0,57.2,80.1,68.9,45.8,46.5,79.0,27.3,37.8,207.08,,0.0,8.7,8.7,1008.3,"['""""', '50.0037', '-121.7331', '""50.0037', ' -121.7331""', '""50.0037', ' -121.7331""', '""""', '""Clear""\n']"
V31776,20090913.1858,Person,Nuisance Fire,49.9349,-123.3039,0.0,53.2,79.1,64.2,52.6,70.29,,5.7,,157.46,,0.0,,0.0,1003.1,"['""""', '49.9349', '-123.3039', '""49.9349', ' -123.3039""', '""49.9349', ' -123.3039""', '""""', '""Clear""\n']"
N40371,20080727.1615,Lightning,Nuisance Fire,51.1833,-116.8833,0.0,51.9,68.1,62.2,55.6,80.3,,11.4,,211.3,,0.02,26.8,87.2,1010.5,"['""Mist', ' Precipitation In Vicinity', ' Thunderstorm', ' Thunderstorm Without Precipitation', ' Rain Showers""', '51.1833', '-116.8833', '""51.1833', ' -116.8833""', '""51.1833', ' -116.8833""', '""""', '""Rain', ' Overcast""\n']"
V30258,20080710.1538,Person,Nuisance Fire,50.5441,-122.453,0.0,43.7,69.4,56.9,37.7,53.83,,10.3,33.4,203.82,,0.26,8.5,1.3,1018.9,"['""Rain', ' Light Rain""', '50.5441', '-122.453', '""50.5441', ' -122.453""', '""50.5441', ' -122.453""', '""""', '""Rain""\n']"
G10191,20000705.132,Person,Smoke Chase,54.3689,-122.6184,0.0,53.7,64.5,58.2,51.7,80.19,,8.1,,150.0,,0.23,23.9,88.7,1012.7,"['""Precipitation In Vicinity', ' Rain Showers', ' Sky Unchanged""', '54.3689', '-122.6184', '""54.3689', ' -122.6184""', '""54.3689', ' -122.6184""', '""""', '""Rain', ' Overcast""\n']"
V70123,20120710.0925,Person,Nuisance Fire,49.1052,-124.006,0.0,59.8,69.6,64.1,58.7,82.98,,11.1,,135.5,,0.0,,0.0,1018.3,"['""""', '49.1052', '-124.006', '""49.1052', ' -124.006""', '""49.1052', ' -124.006""', '""""', '""Clear""\n']"
V11072,20180708.1307,Person,Nuisance Fire,49.4394,-121.7775,0.0,55.5,77.7,66.7,55.4,69.4,,8.1,21.9,171.21,,0.0,154.9,4.8,1017.7,"['""""', '49.4394', '-121.7775', '""49.4394', ' -121.7775""', '""49.4394', ' -121.7775""', '""""', '""Clear""\n']"
V10131,20150606.1335,Person,Nuisance Fire,49.041000000000004,-122.0364,0.0,56.3,81.2,69.0,56.2,66.57,81.0,6.7,,212.79,,0.0,126.9,0.0,1016.0,"['""""', '49.041000000000004', '-122.0364', '""49.041000000000004', ' -122.0364""', '""49.041000000000004', ' -122.0364""', '""""', '""Clear""\n']"
VA0504,20130807.1543,Unknown,Duplicate,52.66860000000001,-126.9655,0.0,57.4,80.5,67.6,56.8,70.99,80.3,14.0,21.9,250.5,,0.0,110.9,20.1,1015.7,"['""""', '52.66860000000001', '-126.9655', '""52.66860000000001', ' -126.9655""', '""52.66860000000001', ' -126.9655""', '""""', '""Clear""\n']"
N20040,20000529.1815,Person,Nuisance Fire,50.3308,-115.8833,0.0,41.1,59.6,49.7,38.6,68.0,,17.2,,176.43,37.2,0.0,24.9,62.6,1017.6,"['""Precipitation In Vicinity""', '50.3308', '-115.8833', '""50.3308', ' -115.8833""', '""50.3308', ' -115.8833""', '""""', '""Partially cloudy""\n']"
V60261,20100702.2042,Person,Nuisance Fire,48.919,-123.4274,0.0,55.2,64.9,58.8,49.7,72.4,,12.5,,259.5,,0.02,9.8,19.2,,"['""Mist""', '48.919', '-123.4274', '""48.919', ' -123.4274""', '""48.919', ' -123.4274""', '""""', '""Rain""\n']"
N20029,20000521.1656,Person,Nuisance Fire,50.5167,-116.0333,0.0,38.0,38.9,38.5,31.5,76.14,,68.9,,236.67,22.2,0.0,,0.0,,"['""""', '50.5167', '-116.0333', '""50.5167', ' -116.0333""', '""50.5167', ' -116.0333""', '""""', '""Clear""\n']"
V10658,20110818.1303,Person,Nuisance Fire,49.4761,-121.243,0.0,51.4,74.1,61.7,48.0,63.18,,8.5,21.4,197.83,,0.0,8.7,7.0,1020.0,"['""""', '49.4761', '-121.243', '""49.4761', ' -121.243""', '""49.4761', ' -121.243""', '""""', '""Clear""\n']"
R30210,20121007.163,Person,Nuisance Fire,54.7646,-127.108,0.0,32.0,60.6,42.7,40.2,92.2,,9.2,,158.24,37.0,0.0,8.5,34.9,1021.0,"['""Mist', ' Fog""', '54.7646', '-127.108', '""54.7646', ' -127.108""', '""54.7646', ' -127.108""', '""""', '""Partially cloudy""\n']"
N20595,20080812.1359,Person,Nuisance Fire,50.5272,-115.9979,0.0,41.1,53.7,48.2,32.2,54.54,,25.3,41.4,237.39,34.9,0.0,,0.0,,"['""""', '50.5272', '-115.9979', '""50.5272', ' -115.9979""', '""50.5272', ' -115.9979""', '""""', '""Clear""\n']"
V30798,20110828.2003,Person,Nuisance Fire,50.3509,-122.7293,0.0,50.2,89.3,65.6,51.2,67.9,86.5,4.5,,123.29,,0.0,,0.0,1012.3,"['""""', '50.3509', '-122.7293', '""50.3509', ' -122.7293""', '""50.3509', ' -122.7293""', '""""', '""Clear""\n']"
V10290,20110703.1914,Person,Nuisance Fire,49.59860000000001,-121.7621,0.0,51.6,70.7,59.9,50.0,71.94,,12.0,32.6,171.71,,0.32,8.4,28.4,1018.6,"['""Light Rain""', '49.59860000000001', '-121.7621', '""49.59860000000001', ' -121.7621""', '""49.59860000000001', ' -121.7621""', '""""', '""Rain', ' Partially cloudy""\n']"
VA0370,20120816.1218,Person,Nuisance Fire,52.4041,-126.4666,0.0,50.2,85.8,69.2,55.2,65.37,84.0,15.0,24.2,141.5,,0.0,14.9,4.5,1015.2,"['""""', '52.4041', '-126.4666', '""52.4041', ' -126.4666""', '""52.4041', ' -126.4666""', '""""', '""Clear""\n']"
V50897,20110905.1608,Person,Nuisance Fire,49.6556,-124.465,0.0,52.5,73.8,63.1,53.2,72.22,,12.8,20.8,135.5,,0.0,,0.0,1014.7,"['""""', '49.6556', '-124.465', '""49.6556', ' -124.465""', '""49.6556', ' -124.465""', '""""', '""Clear""\n']"
V80080,20070605.1816,Person,Nuisance Fire,49.9125,-125.1752,0.0,48.4,62.3,55.6,46.7,74.19,,12.7,,,,0.26,16.0,92.9,1009.9,"['""Mist', ' Precipitation In Vicinity', ' Rain Showers', ' Light Rain""', '49.9125', '-125.1752', '""49.9125', ' -125.1752""', '""49.9125', ' -125.1752""', '""""', '""Rain', ' Overcast""\n']"
V10319,20070809.1601,Person,Nuisance Fire,49.60930000000001,-121.0464,0.0,53.8,66.7,60.0,50.5,71.87,,9.9,25.3,,,0.0,8.7,29.6,1016.5,"['""""', '49.60930000000001', '-121.0464', '""49.60930000000001', ' -121.0464""', '""49.60930000000001', ' -121.0464""', '""""', '""Partially cloudy""\n']"
G10735,20190626.142632,Unknown,Smoke Chase,54.4341,-122.8157,0.0,46.1,73.3,58.5,47.3,69.42,,14.6,23.0,189.08,43.7,0.0,76.6,8.5,1014.3,"['""Mist""', '54.4341', '-122.8157', '""54.4341', ' -122.8157""', '""54.4341', ' -122.8157""', '""""', '""Clear""\n']"
V30264,20180520.132,Person,Nuisance Fire,49.91090000000001,-123.322,0.0,50.4,65.1,55.6,50.7,84.67,,6.7,19.5,177.83,,0.13,631.6,0.0,1016.4,"['""""', '49.91090000000001', '-123.322', '""49.91090000000001', ' -123.322""', '""49.91090000000001', ' -123.322""', '""""', '""Rain""\n']"
V92712,20180816.1758,Lightning,Duplicate,50.1446,-126.7144,0.0,49.4,61.8,56.0,49.2,78.35,,24.1,33.3,288.71,44.4,0.0,14.9,19.4,1021.2,"['""""', '50.1446', '-126.7144', '""50.1446', ' -126.7144""', '""50.1446', ' -126.7144""', '""""', '""Clear""\n']"
V30068,20010702.1222,Person,Nuisance Fire,50.18680000000001,-122.8749,0.0,47.5,82.5,66.3,48.8,59.71,80.8,10.9,,208.46,,0.0,14.9,8.2,1020.6,"['""""', '50.18680000000001', '-122.8749', '""50.18680000000001', ' -122.8749""', '""50.18680000000001', ' -122.8749""', '""""', '""Clear""\n']"
V10069,20160523.1138,Person,Nuisance Fire,49.0774,-121.7693,0.0,52.5,58.3,55.1,51.2,87.03,,5.1,,176.21,,0.03,191.3,11.4,1013.5,"['""Mist', ' Light Rain', ' Smoke Or Haze""', '49.0774', '-121.7693', '""49.0774', ' -121.7693""', '""49.0774', ' -121.7693""', '""""', '""Rain""\n']"
V80433,20130804.1248,Person,Nuisance Fire,49.66820000000001,-124.9853,0.0,57.1,77.1,66.8,54.5,65.46,,15.2,20.1,229.17,,0.0,31.3,18.1,1016.3,"['""""', '49.66820000000001', '-124.9853', '""49.66820000000001', ' -124.9853""', '""49.66820000000001', ' -124.9853""', '""""', '""Clear""\n']"
V10289,20160801.1634,Person,Nuisance Fire,49.1391,-121.9995,0.0,58.8,78.5,67.7,54.0,63.27,,8.7,28.9,171.0,,0.12,196.5,2.8,1016.3,"['""Light Rain""', '49.1391', '-121.9995', '""49.1391', ' -121.9995""', '""49.1391', ' -121.9995""', '""""', '""Rain""\n']"
V10780,20110828.1519,Person,Nuisance Fire,49.1064,-121.639,0.0,55.3,81.3,67.6,58.0,73.74,82.5,7.5,23.0,188.75,,0.0,8.3,1.2,1013.2,"['""Mist""', '49.1064', '-121.639', '""49.1064', ' -121.639""', '""49.1064', ' -121.639""', '""""', '""Clear""\n']"
V10053,20140519.1903,Person,Nuisance Fire,49.0759,-121.7176,0.0,54.7,66.0,59.2,52.2,78.8,,5.4,19.5,178.92,,0.0,166.0,7.7,1017.1,"['""""', '49.0759', '-121.7176', '""49.0759', ' -121.7176""', '""49.0759', ' -121.7176""', '""""', '""Clear""\n']"
V70329,20150717.1902,Person,Nuisance Fire,48.9395,-125.5174,0.0,55.2,85.8,64.5,52.9,69.39,82.7,7.2,,205.83,,0.0,103.3,21.5,1018.1,"['""""', '48.9395', '-125.5174', '""48.9395', ' -125.5174""', '""48.9395', ' -125.5174""', '""""', '""Clear""\n']"
V10193,20110619.1636,Person,Nuisance Fire,49.03610000000001,-121.071,0.0,51.5,58.9,55.5,50.4,83.26,,8.3,24.4,234.5,,0.41,8.1,34.8,1016.4,"['""Light Drizzle', ' Light Rain""', '49.03610000000001', '-121.071', '""49.03610000000001', ' -121.071""', '""49.03610000000001', ' -121.071""', '""""', '""Rain', ' Partially cloudy""\n']"
V51003,20090726.2103,Person,Nuisance Fire,49.613,-124.0302,0.0,64.9,80.4,72.5,62.7,72.48,81.7,6.3,,174.83,,0.0,,0.0,1018.7,"['""""', '49.613', '-124.0302', '""49.613', ' -124.0302""', '""49.613', ' -124.0302""', '""""', '""Clear""\n']"
V30165,20160702.1533,Person,Nuisance Fire,50.105,-123.3784,0.0,52.9,68.0,60.8,51.4,71.88,,7.3,21.4,155.88,,0.02,630.3,0.0,1014.2,"['""""', '50.105', '-123.3784', '""50.105', ' -123.3784""', '""50.105', ' -123.3784""', '""""', '""Rain""\n']"
G90196,20000708.1255,Person,Nuisance Fire,58.9,-122.7,0.0,46.5,64.7,56.9,49.9,78.66,,8.1,,249.17,,0.0,24.0,56.1,1018.3,"['""Fog""', '58.9', '-122.7', '""58.9', ' -122.7""', '""58.9', ' -122.7""', '""""', '""Partially cloudy""\n']"
V10501,20170702.1057,Person,Nuisance Fire,49.4326,-121.8411,0.0,56.1,77.0,68.2,54.0,61.74,,10.8,25.3,206.17,,0.0,156.3,6.7,1016.8,"['""""', '49.4326', '-121.8411', '""49.4326', ' -121.8411""', '""49.4326', ' -121.8411""', '""""', '""Clear""\n']"
R11989,20180801.2152,Unknown,Duplicate,54.1827,-125.3077,0.0,50.5,78.7,65.2,51.4,64.66,,8.6,19.5,189.5,,0.0,204.1,0.3,1010.8,"['""""', '54.1827', '-125.3077', '""54.1827', ' -125.3077""', '""54.1827', ' -125.3077""', '""""', '""Clear""\n']"
V50175,20100619.1225,Person,Nuisance Fire,49.48560000000001,-123.7187,0.0,56.6,66.6,61.3,53.5,75.73,,9.1,,118.46,,0.0,,0.0,1017.8,"['""""', '49.48560000000001', '-123.7187', '""49.48560000000001', ' -123.7187""', '""49.48560000000001', ' -123.7187""', '""""', '""Clear""\n']"
V80115,20150530.2248,Person,Nuisance Fire,50.0796,-125.3158,0.0,48.2,73.1,61.0,45.2,59.7,,13.7,21.9,214.83,46.2,0.0,26.9,19.8,1012.9,"['""""', '50.0796', '-125.3158', '""50.0796', ' -125.3158""', '""50.0796', ' -125.3158""', '""""', '""Clear""\n']"
G70290,20000825.1641,Person,Nuisance Fire,55.65,-120.4167,0.0,42.5,72.6,56.2,47.7,74.64,,14.8,,213.75,36.5,0.15,15.6,68.4,1008.7,"['""Mist', ' Precipitation In Vicinity', ' Thunderstorm', ' Thunderstorm Without Precipitation', ' Fog', ' Rain Showers', ' Sky Coverage Decreasing""', '55.65', '-120.4167', '""55.65', ' -120.4167""', '""55.65', ' -120.4167""', '""""', '""Rain', ' Partially cloudy""\n']"
V70297,20100704.1456,Person,Nuisance Fire,49.055,-123.6566,0.0,56.1,63.5,59.7,50.9,72.96,,22.1,,233.38,,0.0,,0.0,1020.5,"['""""', '49.055', '-123.6566', '""49.055', ' -123.6566""', '""49.055', ' -123.6566""', '""""', '""Clear""\n']"
V81686,20090831.1729,Lightning,Duplicate,49.88370000000001,-125.8534,0.0,54.3,71.8,61.7,52.4,72.86,,13.3,36.1,228.79,,0.0,24.7,26.4,1011.6,"['""""', '49.88370000000001', '-125.8534', '""49.88370000000001', ' -125.8534""', '""49.88370000000001', ' -125.8534""', '""""', '""Partially cloudy""\n']"
V70437,20110726.2329,Person,Nuisance Fire,49.6972,-125.0688,0.0,57.0,66.1,62.1,51.1,67.33,,11.7,19.7,259.29,,0.0,19.7,79.7,1018.0,"['""""', '49.6972', '-125.0688', '""49.6972', ' -125.0688""', '""49.6972', ' -125.0688""', '""""', '""Overcast""\n']"
V30321,20150715.0913,Unknown,Duplicate,50.3037,-122.3954,0.0,53.8,73.0,64.3,51.2,64.51,,13.9,35.6,185.46,,0.04,155.5,0.7,1014.8,"['""Light Rain""', '50.3037', '-122.3954', '""50.3037', ' -122.3954""', '""50.3037', ' -122.3954""', '""""', '""Rain""\n']"
V30716,20100731.19,Person,Nuisance Fire,49.8338,-123.1832,0.0,60.4,76.9,65.8,58.0,78.57,,10.1,23.0,116.54,,0.31,,0.0,1013.9,"['""""', '49.8338', '-123.1832', '""49.8338', ' -123.1832""', '""49.8338', ' -123.1832""', '""""', '""Rain""\n']"
G80225,20000725.104000002,Lightning,Smoke Chase,56.66670000000001,-121.1167,0.0,53.7,73.5,64.6,49.5,59.72,,17.2,,193.91,,0.0,14.9,77.8,1008.7,"['""""', '56.66670000000001', '-121.1167', '""56.66670000000001', ' -121.1167""', '""56.66670000000001', ' -121.1167""', '""""', '""Overcast""\n']"
V70353,20120814.0918,Person,Nuisance Fire,49.2837,-124.521,0.0,59.5,77.2,68.1,57.9,71.07,,12.2,20.8,300.88,,0.0,19.9,13.2,1014.4,"['""""', '49.2837', '-124.521', '""49.2837', ' -124.521""', '""49.2837', ' -124.521""', '""""', '""Clear""\n']"
V70234,20110627.114,Person,Nuisance Fire,49.0415,-123.7582,0.0,60.6,64.0,62.3,56.5,81.3,,14.0,,279.25,,0.0,,0.0,1006.7,"['""""', '49.0415', '-123.7582', '""49.0415', ' -123.7582""', '""49.0415', ' -123.7582""', '""""', '""Clear""\n']"
V61306,20100922.1633,Person,Nuisance Fire,48.5824,-123.6842,0.0,48.4,61.3,54.2,48.9,82.98,,8.9,,161.88,47.5,0.04,,0.0,1009.2,"['""""', '48.5824', '-123.6842', '""48.5824', ' -123.6842""', '""48.5824', ' -123.6842""', '""""', '""Rain""\n']"
R10156,20151015.0856,Person,Nuisance Fire,54.1922,-125.5549,0.0,31.9,49.7,40.7,33.2,75.78,,3.7,,146.17,42.0,0.0,635.6,0.0,1023.3,"['""""', '54.1922', '-125.5549', '""54.1922', ' -125.5549""', '""54.1922', ' -125.5549""', '""""', '""Clear""\n']"
V60247,20080706.1905,Person,Nuisance Fire,48.85,-123.6798,0.0,49.8,66.1,58.5,49.4,72.98,,8.4,28.9,211.29,,0.01,9.4,5.9,1020.9,"['""""', '48.85', '-123.6798', '""48.85', ' -123.6798""', '""48.85', ' -123.6798""', '""""', '""Rain""\n']"
V71307,20100922.1702,Person,Nuisance Fire,49.3665,-124.7943,0.0,46.8,66.0,54.3,47.0,78.49,,5.8,,169.29,45.6,0.04,,0.0,1009.0,"['""""', '49.3665', '-124.7943', '""49.3665', ' -124.7943""', '""49.3665', ' -124.7943""', '""""', '""Rain""\n']"
G40008,20000411.14,Person,Smoke Chase,54.1167,-124.8667,0.0,8.7,58.6,24.3,0.7,35.75,,11.4,,156.5,-6.2,0.0,8.7,11.5,1026.9,"['""""', '54.1167', '-124.8667', '""54.1167', ' -124.8667""', '""54.1167', ' -124.8667""', '""""', '""Clear""\n']"
V30691,20120904.123,Person,Nuisance Fire,50.4568,-122.3785,0.0,48.2,82.3,64.2,45.2,54.89,80.3,5.3,20.8,139.04,,0.0,8.7,0.2,1019.7,"['""""', '50.4568', '-122.3785', '""50.4568', ' -122.3785""', '""50.4568', ' -122.3785""', '""""', '""Clear""\n']"
V30109,20040522.1058,Person,Nuisance Fire,50.53420000000001,-122.491,0.0,41.1,60.9,52.9,41.7,68.3,,10.3,,158.17,,0.02,10.8,15.5,1012.4,"['""""', '50.53420000000001', '-122.491', '""50.53420000000001', ' -122.491""', '""50.53420000000001', ' -122.491""', '""""', '""Rain""\n']"
V50742,20110826.0852,Person,Nuisance Fire,50.3937,-124.6426,0.0,54.1,76.9,66.5,55.6,69.3,,6.3,,282.94,,0.0,29.6,46.1,1016.6,"['""""', '50.3937', '-124.6426', '""50.3937', ' -124.6426""', '""50.3937', ' -124.6426""', '""""', '""Partially cloudy""\n']"
V60156,20080618.1649,Person,Nuisance Fire,48.42310000000001,-124.0396,0.0,46.1,57.1,51.7,43.0,73.24,,14.7,27.7,196.17,47.1,0.0,9.9,25.7,1024.6,"['""Light Rain""', '48.42310000000001', '-124.0396', '""48.42310000000001', ' -124.0396""', '""48.42310000000001', ' -124.0396""', '""""', '""Partially cloudy""\n']"
N41089,20001017.1545,Person,Nuisance Fire,51.46,-116.9333,0.0,42.9,50.1,46.3,44.0,91.9,,9.2,,300.0,42.0,0.0,10.1,99.1,1017.4,"['""Mist', ' Fog', ' Light Rain""', '51.46', '-116.9333', '""51.46', ' -116.9333""', '""51.46', ' -116.9333""', '""""', '""Overcast""\n']"
V10069,20150518.1822,Person,Nuisance Fire,49.2176,-121.6052,0.0,59.0,78.4,66.9,53.2,63.22,,7.7,,134.88,,0.01,216.5,0.4,1017.3,"['""""', '49.2176', '-121.6052', '""49.2176', ' -121.6052""', '""49.2176', ' -121.6052""', '""""', '""Rain""\n']"
V30266,20090607.1531,Person,Nuisance Fire,49.7319,-122.3298,0.0,55.5,71.1,62.7,49.7,64.1,,9.1,28.9,140.21,,0.0,,0.0,1011.0,"['""""', '49.7319', '-122.3298', '""49.7319', ' -122.3298""', '""49.7319', ' -122.3298""', '""""', '""Clear""\n']"
V30767,20110828.1344,Person,Nuisance Fire,49.8872,-123.1801,0.0,53.5,79.4,65.7,53.9,70.32,,7.4,,142.13,,0.0,,0.0,1012.6,"['""""', '49.8872', '-123.1801', '""49.8872', ' -123.1801""', '""49.8872', ' -123.1801""', '""""', '""Clear""\n']"
V11434,20090808.2113,Person,Nuisance Fire,49.3905,-121.397,0.0,59.6,66.4,62.8,56.0,79.05,,11.0,25.3,285.63,,0.0,7.3,94.1,1020.0,"['""""', '49.3905', '-121.397', '""49.3905', ' -121.397""', '""49.3905', ' -121.397""', '""""', '""Overcast""\n']"
V80528,20130810.0838,Person,Nuisance Fire,50.1386,-125.2126,0.0,56.0,77.7,67.7,58.4,73.82,,9.8,,195.0,,0.0,50.6,25.7,1014.8,"['""""', '50.1386', '-125.2126', '""50.1386', ' -125.2126""', '""50.1386', ' -125.2126""', '""""', '""Partially cloudy""\n']"
V11192,20100904.1334,Person,Nuisance Fire,49.4177,-121.3151,0.0,48.0,67.8,58.3,48.1,71.72,,15.6,30.0,215.5,45.7,0.32,8.3,73.6,1017.4,"['""Heavy Rain', ' Light Rain""', '49.4177', '-121.3151', '""49.4177', ' -121.3151""', '""49.4177', ' -121.3151""', '""""', '""Rain', ' Partially cloudy""\n']"
V10193,20100620.1808,Person,Nuisance Fire,49.49950000000001,-121.84100000000001,0.0,53.5,60.7,57.1,53.0,86.64,,8.5,23.0,184.58,,0.12,18.4,60.0,1020.2,"['""Light Drizzle', ' Light Rain""', '49.49950000000001', '-121.84100000000001', '""49.49950000000001', ' -121.84100000000001""', '""49.49950000000001', ' -121.84100000000001""', '""""', '""Rain', ' Partially cloudy""\n']"
V10023,20140516.1237,Person,Nuisance Fire,49.3853,-121.3165,0.0,56.7,67.7,61.5,49.7,65.56,,15.1,27.5,273.79,,0.01,115.8,41.6,1016.6,"['""""', '49.3853', '-121.3165', '""49.3853', ' -121.3165""', '""49.3853', ' -121.3165""', '""""', '""Rain', ' Partially cloudy""\n']"
V91472,20090813.2118,Person,Nuisance Fire,50.6,-127.1667,0.0,50.2,59.8,56.2,51.4,84.0,,17.1,20.8,276.5,,0.02,14.4,75.3,1020.6,"['""Mist', ' Sky Coverage Decreasing""', '50.6', '-127.1667', '""50.6', ' -127.1667""', '""50.6', ' -127.1667""', '""""', '""Rain', ' Overcast""\n']"
V10103,20100524.1454,Person,Nuisance Fire,49.5368,-121.762,0.0,48.2,62.5,54.8,44.8,70.36,,10.6,30.0,155.17,44.2,0.02,8.7,16.6,1012.9,"['""Light Rain""', '49.5368', '-121.762', '""49.5368', ' -121.762""', '""49.5368', ' -121.762""', '""""', '""Rain""\n']"
V11807,20090924.1555,Person,Nuisance Fire,49.2353,-122.0113,0.0,45.9,70.0,57.5,50.9,80.2,,6.8,23.0,218.67,48.5,0.01,8.7,2.8,1021.7,"['""""', '49.2353', '-122.0113', '""49.2353', ' -122.0113""', '""49.2353', ' -122.0113""', '""""', '""Rain""\n']"
V70338,20110710.1438,Person,Nuisance Fire,49.1932,-124.133,0.0,59.0,70.2,63.2,52.6,69.35,,6.2,,138.25,,0.0,,0.0,1013.0,"['""""', '49.1932', '-124.133', '""49.1932', ' -124.133""', '""49.1932', ' -124.133""', '""""', '""Clear""\n']"
V10250,20130721.1443,Person,Nuisance Fire,49.0965,-121.9533,0.0,55.6,77.9,67.2,56.6,70.79,,7.5,20.8,179.25,,0.0,141.6,3.8,1013.7,"['""""', '49.0965', '-121.9533', '""49.0965', ' -121.9533""', '""49.0965', ' -121.9533""', '""""', '""Clear""\n']"
V70303,20040712.213,Person,Nuisance Fire,49.2147,-124.0862,0.0,63.4,70.0,67.1,58.9,75.29,,15.2,,301.08,,0.01,,0.0,1012.7,"['""""', '49.2147', '-124.0862', '""49.2147', ' -124.0862""', '""49.2147', ' -124.0862""', '""""', '""Rain""\n']"
V10399,20180526.1624,Person,Nuisance Fire,49.2376,-121.3863,0.0,50.2,65.5,58.5,44.9,61.74,,15.8,20.8,274.92,,0.0,217.3,3.2,1021.0,"['""""', '49.2376', '-121.3863', '""49.2376', ' -121.3863""', '""49.2376', ' -121.3863""', '""""', '""Clear""\n']"
V30287,20100704.1345,Person,Nuisance Fire,50.25530000000001,-122.8867,0.0,49.1,67.8,55.7,46.4,72.73,,6.5,20.8,164.21,48.6,0.0,,0.0,1019.0,"['""""', '50.25530000000001', '-122.8867', '""50.25530000000001', ' -122.8867""', '""50.25530000000001', ' -122.8867""', '""""', '""Clear""\n']"
V10138,20110607.1709,Person,Nuisance Fire,49.1794,-121.754,0.0,51.8,62.6,56.5,49.7,79.36,,7.2,27.7,191.21,,0.53,7.6,7.6,1015.1,"['""Rain', ' Light Rain""', '49.1794', '-121.754', '""49.1794', ' -121.754""', '""49.1794', ' -121.754""', '""""', '""Rain""\n']"
R50082,20120804.213,Person,Nuisance Fire,54.6234,-128.7147,0.0,55.4,80.6,68.1,56.7,69.19,80.8,13.8,19.5,218.33,,0.0,18.6,54.5,1016.9,"['""""', '54.6234', '-128.7147', '""54.6234', ' -128.7147""', '""54.6234', ' -128.7147""', '""""', '""Partially cloudy""\n']"
N50546,20020915.1543,Person,Nuisance Fire,49.3167,-117.65,0.0,51.2,84.2,66.2,44.1,51.35,81.7,14.9,,111.65,,0.0,14.9,60.0,1007.6,"['""""', '49.3167', '-117.65', '""49.3167', ' -117.65""', '""49.3167', ' -117.65""', '""""', '""Partially cloudy""\n']"
V61448,20090810.0813,Person,Nuisance Fire,48.63520000000001,-124.3035,0.0,54.9,59.6,56.9,55.4,94.64,,9.3,25.7,167.83,,0.94,6.4,16.5,1017.0,"['""Mist', ' Rain', ' Light Rain""', '48.63520000000001', '-124.3035', '""48.63520000000001', ' -124.3035""', '""48.63520000000001', ' -124.3035""', '""""', '""Rain""\n']"
V70047,20110521.1253,Person,Nuisance Fire,49.2726,-124.1943,0.0,48.2,54.3,51.9,48.9,89.67,,8.5,,127.63,,0.13,,0.0,1016.7,"['""""', '49.2726', '-124.1943', '""49.2726', ' -124.1943""', '""49.2726', ' -124.1943""', '""""', '""Rain""\n']"
V70115,20080530.14,Person,Nuisance Fire,49.3856,-124.5901,0.0,42.3,61.5,53.1,44.7,74.19,,7.6,19.7,164.46,41.1,0.0,19.7,9.8,1021.3,"['""""', '49.3856', '-124.5901', '""49.3856', ' -124.5901""', '""49.3856', ' -124.5901""', '""""', '""Clear""\n']"
V10538,20140914.1739,Person,Nuisance Fire,49.08750000000001,-121.6986,0.0,59.9,84.1,69.4,47.3,47.69,81.8,10.0,24.2,124.96,,0.0,170.3,0.0,1012.3,"['""Mist""', '49.08750000000001', '-121.6986', '""49.08750000000001', ' -121.6986""', '""49.08750000000001', ' -121.6986""', '""""', '""Clear""\n']"
V60010,20080415.1849,Person,Nuisance Fire,48.7663,-123.611,0.0,40.6,47.1,44.3,36.7,74.75,,15.6,26.6,249.71,33.5,0.0,9.8,30.3,1022.6,"['""Light Rain""', '48.7663', '-123.611', '""48.7663', ' -123.611""', '""48.7663', ' -123.611""', '""""', '""Partially cloudy""\n']"
V50718,20100731.2049,Person,Nuisance Fire,49.9157,-124.6449,0.0,55.6,73.1,64.4,54.8,72.29,,11.0,21.9,171.75,,0.0,19.7,37.8,1015.0,"['""""', '49.9157', '-124.6449', '""49.9157', ' -124.6449""', '""49.9157', ' -124.6449""', '""""', '""Partially cloudy""\n']"
V10500,20090628.1709,Person,Nuisance Fire,50.0094,-121.669,0.0,51.7,74.8,64.5,40.7,44.52,,20.7,33.0,190.42,,0.02,8.7,6.8,1019.2,"['""""', '50.0094', '-121.669', '""50.0094', ' -121.669""', '""50.0094', ' -121.669""', '""""', '""Rain""\n']"
V70345,20090612.1342,Person,Nuisance Fire,49.1936,-124.1315,0.0,56.4,70.1,62.2,55.4,79.21,,9.5,,142.57,,0.0,,0.0,1012.2,"['""""', '49.1936', '-124.1315', '""49.1936', ' -124.1315""', '""49.1936', ' -124.1315""', '""""', '""Clear""\n']"
