FIRE_NO,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA,minimum temperature,maximum temperature,average temperature,dew point,relative humidity,heat index,wind speed,wind gust,wind direction,wind chill,precipitation,visibility,cloud cover,sea level pressure,weather_type
K20312,20150706.1721,Lightning,Fire,51.0901,-120.5062,2.4,61.0,89.3,74.3,46.3,39.32,85.7,5.1,,192.29,,0.0,64.1,23.8,1013.7,"['""Smoke Or Haze""', '51.0901', '-120.5062', '""51.0901', ' -120.5062""', '""51.0901', ' -120.5062""', '""""', '""Clear""\n']"
R90044,20100608.1451,Lightning,Fire,58.216800000000006,-131.9259,28000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
C40250,20130803.1511,Lightning,Fire,51.2413,-121.3502,12.2,48.4,77.1,58.9,52.3,81.29,,15.0,,166.92,48.1,0.26,9.9,18.2,1018.9,"['""Rain', ' Light Rain""', '51.2413', '-121.3502', '""51.2413', ' -121.3502""', '""51.2413', ' -121.3502""', '""""', '""Rain""\n']"
G80139,20111024.15,Person,Fire,56.2032,-121.4882,50.0,28.4,45.7,37.6,23.9,58.73,,15.2,23.0,238.08,20.8,0.0,18.4,39.0,1018.8,"['""""', '56.2032', '-121.4882', '""56.2032', ' -121.4882""', '""56.2032', ' -121.4882""', '""""', '""Partially cloudy""\n']"
G70051,20000430.13,Person,Fire,55.46250000000001,-121.3962,2.0,32.1,53.7,48.8,28.8,48.71,,16.1,,228.0,37.2,0.0,34.8,95.5,1013.8,"['""""', '55.46250000000001', '-121.3962', '""55.46250000000001', ' -121.3962""', '""55.46250000000001', ' -121.3962""', '""""', '""Overcast""\n']"
G70464,20030911.133,Person,Fire,55.7837,-120.9953,2.5,44.2,59.6,51.8,39.7,66.11,,16.4,,273.63,41.9,0.28,18.4,86.5,1009.3,"['""Precipitation In Vicinity', ' Rain Showers', ' Light Rain', ' Sky Coverage Increasing""', '55.7837', '-120.9953', '""55.7837', ' -120.9953""', '""55.7837', ' -120.9953""', '""""', '""Rain', ' Overcast""\n']"
K50064,20020606.16,Person,Fire,49.6514,-119.6925,2.0,37.7,63.9,53.0,26.3,37.99,,11.5,,255.17,35.4,0.02,12.1,3.1,1018.3,"['""Precipitation In Vicinity', ' Rain Showers""', '49.6514', '-119.6925', '""49.6514', ' -119.6925""', '""49.6514', ' -119.6925""', '""""', '""Rain""\n']"
G80036,20000425.12,Person,Fire,56.3967,-121.1358,4.0,28.1,49.7,40.7,20.1,45.12,,8.1,,312.35,20.9,0.0,14.9,47.0,1017.6,"['""""', '56.3967', '-121.1358', '""56.3967', ' -121.1358""', '""56.3967', ' -121.1358""', '""""', '""Partially cloudy""\n']"
G80260,20190408.13245,Person,Fire,56.4451,-121.6629,300.0,30.2,53.6,43.9,22.3,43.43,,25.3,34.4,242.29,23.4,0.0,36.9,26.2,1014.1,"['""""', '56.4451', '-121.6629', '""56.4451', ' -121.6629""', '""56.4451', ' -121.6629""', '""""', '""Partially cloudy""\n']"
C20450,20090731.2054,Lightning,Fire,51.5759,-123.0251,30.0,,,,,,,,,,,0.0,,,,"['""""', '51.5759', '-123.0251', '""51.5759', ' -123.0251""', '""51.5759', ' -123.0251""', '""No data available""', '""""\n']"
K62690,20180811.0556,Lightning,Fire,49.1829,-120.3105,13626.0,56.4,78.4,65.6,49.0,56.38,,10.5,25.2,236.71,,0.14,629.6,0.0,1013.5,"['""""', '49.1829', '-120.3105', '""49.1829', ' -120.3105""', '""49.1829', ' -120.3105""', '""""', '""Rain""\n']"
C41854,20180731.1825,Lightning,Fire,52.1146,-120.6307,45.0,,,,,,,,,,,0.0,,,,"['""""', '52.1146', '-120.6307', '""52.1146', ' -120.6307""', '""52.1146', ' -120.6307""', '""No data available""', '""""\n']"
R92725,20180729.2101,Lightning,Fire,59.48840000000001,-129.4953,2514.0,59.5,84.3,72.1,49.0,47.4,81.8,11.0,,300.71,,0.0,82.3,29.1,1019.5,"['""Smoke Or Haze""', '59.48840000000001', '-129.4953', '""59.48840000000001', ' -129.4953""', '""59.48840000000001', ' -129.4953""', '""""', '""Partially cloudy""\n']"
K20675,20170707.1602,Lightning,Fire,51.3971,-120.2542,556.0,59.8,94.0,78.4,39.5,29.31,89.4,19.0,28.0,181.67,,0.0,103.8,23.1,1015.4,"['""""', '51.3971', '-120.2542', '""51.3971', ' -120.2542""', '""51.3971', ' -120.2542""', '""""', '""Clear""\n']"
R30015,20150511.2,Unknown,Fire,54.7081,-127.0678,3.4,40.8,73.4,58.2,39.9,55.15,,11.3,17.2,250.54,45.0,0.02,19.4,21.7,1013.2,"['""""', '54.7081', '-127.0678', '""54.7081', ' -127.0678""', '""54.7081', ' -127.0678""', '""""', '""Rain""\n']"
K10413,20040724.2053,Lightning,Fire,52.4833,-120.1633,360.0,51.9,87.7,68.7,56.8,70.77,85.3,2.2,,121.58,,0.0,14.9,13.4,1015.6,"['""""', '52.4833', '-120.1633', '""52.4833', ' -120.1633""', '""52.4833', ' -120.1633""', '""""', '""Clear""\n']"
N20658,20030731.18,Lightning,Fire,50.5517,-115.2818,209.0,51.5,82.2,67.6,50.3,55.9,81.3,9.6,,184.21,,0.6,8.7,0.0,1016.5,"['""""', '50.5517', '-115.2818', '""50.5517', ' -115.2818""', '""50.5517', ' -115.2818""', '""""', '""Rain""\n']"
N20587,20170701.1925,Lightning,Fire,50.15300000000001,-115.6637,4.4,54.2,82.4,69.6,47.8,48.34,80.7,8.9,23.0,197.42,,0.05,111.8,16.9,1011.6,"['""Precipitation In Vicinity', ' Thunderstorm', ' Thunderstorm Without Precipitation""', '50.15300000000001', '-115.6637', '""50.15300000000001', ' -115.6637""', '""50.15300000000001', ' -115.6637""', '""""', '""Rain""\n']"
K20200,20060629.15,Person,Fire,50.7542,-120.5876,2.46,62.3,86.1,74.3,40.8,33.05,82.8,17.2,23.0,,,0.0,38.9,49.6,1017.2,"['""""', '50.7542', '-120.5876', '""50.7542', ' -120.5876""', '""50.7542', ' -120.5876""', '""""', '""Partially cloudy""\n']"
C41844,20180731.1817,Lightning,Fire,52.0337,-120.6839,407.0,,,,,,,,,,,0.0,,,,"['""""', '52.0337', '-120.6839', '""52.0337', ' -120.6839""', '""52.0337', ' -120.6839""', '""No data available""', '""""\n']"
C31606,20180730.005,Lightning,Fire,52.6546,-121.9325,16.0,57.9,92.6,75.5,48.7,43.65,88.6,8.8,17.2,193.13,,0.0,39.1,20.7,1016.2,"['""Thunderstorm', ' Thunderstorm Without Precipitation', ' Smoke Or Haze""', '52.6546', '-121.9325', '""52.6546', ' -121.9325""', '""52.6546', ' -121.9325""', '""""', '""Clear""\n']"
R10009,20030426.172000002,Person,Fire,54.40150000000001,-126.0273,2.0,44.0,58.7,52.3,28.9,41.69,,6.9,,56.67,41.4,0.0,,0.0,1013.9,"['""""', '54.40150000000001', '-126.0273', '""54.40150000000001', ' -126.0273""', '""54.40150000000001', ' -126.0273""', '""""', '""Clear""\n']"
G40158,20020615.1705,Lightning,Fire,53.3667,-124.4833,250.0,,,,,,,,,,,0.0,,,,"['""""', '53.3667', '-124.4833', '""53.3667', ' -124.4833""', '""53.3667', ' -124.4833""', '""No data available""', '""""\n']"
C30141,20150629.18,Lightning,Fire,52.4362,-120.8233,2.5,,,,,,,,,,,0.0,,,,"['""""', '52.4362', '-120.8233', '""52.4362', ' -120.8233""', '""52.4362', ' -120.8233""', '""No data available""', '""""\n']"
N70177,20040710.1011,Lightning,Fire,50.42180000000001,-116.7318,125.0,53.7,78.9,65.6,52.1,66.27,,16.1,,214.35,,0.2,,0.0,1011.9,"['""""', '50.42180000000001', '-116.7318', '""50.42180000000001', ' -116.7318""', '""50.42180000000001', ' -116.7318""', '""""', '""Rain""\n']"
K21852,20200320.125612,Person,Fire,50.5754,-121.3,5.9,26.0,60.8,42.5,24.3,53.95,,11.7,23.0,176.13,33.8,0.0,125.0,0.0,1024.3,"['""""', '50.5754', '-121.3', '""50.5754', ' -121.3""', '""50.5754', ' -121.3""', '""""', '""Clear""\n']"
G30242,20020712.1,Lightning,Fire,53.108700000000006,-120.7177,35.0,,,,,,,,,,,0.0,,,,"['""""', '53.108700000000006', '-120.7177', '""53.108700000000006', ' -120.7177""', '""53.108700000000006', ' -120.7177""', '""No data available""', '""""\n']"
N60032,20010505.21,Person,Fire,49.0169,-118.349,3.9,31.2,55.7,46.0,28.0,52.97,,13.8,,179.46,33.0,0.0,15.2,30.4,1018.1,"['""Precipitation In Vicinity', ' Fog""', '49.0169', '-118.349', '""49.0169', ' -118.349""', '""49.0169', ' -118.349""', '""""', '""Partially cloudy""\n']"
G62717,20180817.074752,Lightning,Fire,56.1406,-125.6552,600.0,,,,,,,,,,,0.0,,,,"['""""', '56.1406', '-125.6552', '""56.1406', ' -125.6552""', '""56.1406', ' -125.6552""', '""No data available""', '""""\n']"
V52370,20180807.1801,Lightning,Fire,50.88010000000001,-124.6866,1100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
V11851,20091008.083,Person,Fire,49.3189,-121.8634,3.6,45.4,60.9,53.5,36.3,54.6,,9.4,26.4,178.5,40.6,0.06,8.7,4.8,1022.6,"['""""', '49.3189', '-121.8634', '""49.3189', ' -121.8634""', '""49.3189', ' -121.8634""', '""""', '""Rain""\n']"
C10173,20100727.2005,Lightning,Fire,53.27500000000001,-123.5783,1509.0,53.6,87.9,72.4,45.6,44.51,84.3,17.2,27.7,179.24,,0.0,8.8,36.6,1011.5,"['""Rain""', '53.27500000000001', '-123.5783', '""53.27500000000001', ' -123.5783""', '""53.27500000000001', ' -123.5783""', '""""', '""Partially cloudy""\n']"
R10582,20180620.1312,Lightning,Fire,54.2424,-126.2667,94.0,49.2,83.9,65.7,53.6,70.48,81.8,9.9,23.0,166.88,,0.25,629.6,0.0,1013.4,"['""""', '54.2424', '-126.2667', '""54.2424', ' -126.2667""', '""54.2424', ' -126.2667""', '""""', '""Rain""\n']"
R10112,20150614.1751,Lightning,Fire,53.5821,-126.7233,437.0,46.0,60.6,53.3,45.1,75.29,,15.0,20.8,158.33,47.8,0.02,635.4,0.0,1022.6,"['""""', '53.5821', '-126.7233', '""53.5821', ' -126.7233""', '""53.5821', ' -126.7233""', '""""', '""Rain""\n']"
V31388,20090801.19,Lightning,Fire,49.95030000000001,-122.3208,2.0,58.7,89.8,73.0,57.8,63.32,88.0,9.4,36.9,136.25,,0.02,8.2,0.6,1011.7,"['""Light Rain""', '49.95030000000001', '-122.3208', '""49.95030000000001', ' -122.3208""', '""49.95030000000001', ' -122.3208""', '""""', '""Rain""\n']"
G40047,20040423.13,Person,Fire,53.9862,-124.5055,2.7,33.9,45.6,39.2,26.9,62.36,,12.8,,165.0,27.1,0.02,8.7,46.5,1001.4,"['""Heavy Rain""', '53.9862', '-124.5055', '""53.9862', ' -124.5055""', '""53.9862', ' -124.5055""', '""""', '""Rain', ' Partially cloudy""\n']"
N10106,20090612.16,Person,Fire,49.5365,-115.6375,20.1,53.2,78.4,67.5,41.6,41.02,,11.1,21.9,204.83,,0.0,24.9,59.2,1010.5,"['""Lightning Without Thunder""', '49.5365', '-115.6375', '""49.5365', ' -115.6375""', '""49.5365', ' -115.6375""', '""""', '""Partially cloudy""\n']"
G10527,20040929.12,Person,Fire,53.33450000000001,-122.0848,20.0,29.0,58.1,40.7,30.4,69.61,,8.3,,232.75,,0.02,14.6,41.9,1021.8,"['""Fog""', '53.33450000000001', '-122.0848', '""53.33450000000001', ' -122.0848""', '""53.33450000000001', ' -122.0848""', '""""', '""Rain', ' Partially cloudy""\n']"
K41008,20080722.1443,Person,Fire,50.1565,-118.8018,10.0,64.3,87.7,74.5,49.7,44.81,84.8,4.6,,232.83,,0.02,8.7,5.9,1010.3,"['""Light Rain""', '50.1565', '-118.8018', '""50.1565', ' -118.8018""', '""50.1565', ' -118.8018""', '""""', '""Rain""\n']"
K70493,20170327.16,Person,Fire,50.58640000000001,-121.8495,2.6,37.9,55.0,48.4,33.8,57.97,,14.7,36.7,197.67,39.9,0.13,202.2,0.7,1014.7,"['""Light Rain""', '50.58640000000001', '-121.8495', '""50.58640000000001', ' -121.8495""', '""50.58640000000001', ' -121.8495""', '""""', '""Rain""\n']"
G80162,20030624.12,Lightning,Fire,57.267,-121.0,3.5,,,,,,,,,,,0.0,,,,"['""""', '57.267', '-121.0', '""57.267', ' -121.0""', '""57.267', ' -121.0""', '""No data available""', '""""\n']"
K70283,20100728.163,Unknown,Fire,50.5338,-122.1428,2.0,61.1,94.1,80.1,47.5,35.83,89.9,15.2,35.3,178.79,,0.02,8.7,0.0,1011.8,"['""""', '50.5338', '-122.1428', '""50.5338', ' -122.1428""', '""50.5338', ' -122.1428""', '""""', '""Rain""\n']"
N41887,20180731.2147,Lightning,Fire,52.12280000000001,-118.2136,63.0,55.5,83.8,68.7,57.6,71.12,83.7,4.7,27.5,166.08,,0.03,109.4,15.2,1014.2,"['""Precipitation In Vicinity', ' Thunderstorm Without Precipitation""', '52.12280000000001', '-118.2136', '""52.12280000000001', ' -118.2136""', '""52.12280000000001', ' -118.2136""', '""""', '""Rain""\n']"
K20322,20170616.091,Person,Fire,50.7425,-120.56,156.0,46.6,74.4,60.2,43.5,60.82,,18.5,33.3,150.54,45.7,0.04,110.5,23.2,1013.2,"['""Rain Showers', ' Sky Coverage Decreasing""', '50.7425', '-120.56', '""50.7425', ' -120.56""', '""50.7425', ' -120.56""', '""""', '""Rain""\n']"
C20032,20130428.152,Person,Fire,51.9817,-122.6153,3.6,28.4,50.1,40.2,21.1,49.64,,24.2,40.3,214.35,19.7,0.0,14.9,88.4,1008.6,"['""Sky Unchanged""', '51.9817', '-122.6153', '""51.9817', ' -122.6153""', '""51.9817', ' -122.6153""', '""""', '""Overcast""\n']"
K20784,20110323.1507,Person,Fire,50.5747,-120.2146,7.2,31.1,53.6,41.2,27.3,60.65,,14.8,26.4,112.21,25.4,0.0,,0.0,1010.5,"['""""', '50.5747', '-120.2146', '""50.5747', ' -120.2146""', '""50.5747', ' -120.2146""', '""""', '""Clear""\n']"
K60575,20150810.2256,Lightning,Fire,49.6844,-121.0655,3.0,60.2,86.7,72.0,49.5,48.95,83.7,8.8,27.5,164.92,,0.05,215.7,2.6,1013.1,"['""""', '49.6844', '-121.0655', '""49.6844', ' -121.0655""', '""49.6844', ' -121.0655""', '""""', '""Rain""\n']"
N60667,20150814.08,Lightning,Fire,49.6131,-118.4681,303.0,60.9,89.8,73.5,48.0,44.91,86.6,14.1,30.0,179.88,,0.06,38.0,24.7,1010.2,"['""Lightning Without Thunder', ' Thunderstorm', ' Thunderstorm Without Precipitation', ' Light Rain""', '49.6131', '-118.4681', '""49.6131', ' -118.4681""', '""49.6131', ' -118.4681""', '""""', '""Rain""\n']"
V60748,20050223.1031,Person,Fire,48.7772,-124.3212,10.0,38.6,51.3,43.7,35.3,73.01,,11.4,24.2,138.71,35.0,0.04,,0.0,1019.7,"['""""', '48.7772', '-124.3212', '""48.7772', ' -124.3212""', '""48.7772', ' -124.3212""', '""""', '""Rain""\n']"
N10020,20020502.11,Person,Fire,49.3737,-115.2429,2.0,28.1,60.1,48.7,32.0,56.73,,13.3,,194.54,21.2,0.09,20.5,40.3,999.6,"['""Heavy Snow', ' Rain Showers""', '49.3737', '-115.2429', '""49.3737', ' -115.2429""', '""49.3737', ' -115.2429""', '""""', '""Rain', ' Partially cloudy""\n']"
G10169,20050529.2,Lightning,Fire,53.3943,-121.8975,21.5,51.9,89.7,69.4,47.8,50.54,86.2,17.2,24.2,276.47,,0.04,11.4,34.1,1010.9,"['""Thunderstorm Without Precipitation""', '53.3943', '-121.8975', '""53.3943', ' -121.8975""', '""53.3943', ' -121.8975""', '""""', '""Rain', ' Partially cloudy""\n']"
G80079,20060315.12,Person,Fire,56.1938,-121.8823,4.1,-13.3,-3.6,-7.1,-15.7,65.77,,11.4,25.3,,-29.3,0.03,9.7,89.1,1026.0,"['""Light Snow', ' Sky Coverage Increasing""', '56.1938', '-121.8823', '""56.1938', ' -121.8823""', '""56.1938', ' -121.8823""', '""""', '""Rain', ' Overcast""\n']"
K60018,20000411.15,Person,Fire,50.0244,-120.8669,3.8,36.4,67.8,50.2,35.3,60.67,,18.3,,205.0,27.9,0.12,8.4,3.8,1020.3,"['""""', '50.0244', '-120.8669', '""50.0244', ' -120.8669""', '""50.0244', ' -120.8669""', '""""', '""Rain""\n']"
R51479,20180726.08,Lightning,Fire,54.6756,-127.9303,868.7,54.5,87.5,70.4,50.7,55.04,84.4,7.2,,250.83,,0.0,60.9,12.3,1021.0,"['""Fog""', '54.6756', '-127.9303', '""54.6756', ' -127.9303""', '""54.6756', ' -127.9303""', '""""', '""Clear""\n']"
N50398,20030814.17,Lightning,Fire,50.2788,-117.6603,2.0,53.7,87.0,68.7,46.4,46.78,84.6,4.5,,197.5,,0.0,,0.0,1019.3,"['""""', '50.2788', '-117.6603', '""50.2788', ' -117.6603""', '""50.2788', ' -117.6603""', '""""', '""Clear""\n']"
N70578,20030807.0918,Lightning,Fire,49.0255,-116.3083,801.0,56.2,75.3,65.5,56.1,72.72,,17.2,,246.04,,0.12,24.9,1.6,1016.7,"['""Thunderstorm', ' Rain Showers', ' Sky Coverage Decreasing""', '49.0255', '-116.3083', '""49.0255', ' -116.3083""', '""49.0255', ' -116.3083""', '""""', '""Rain""\n']"
C40523,20040329.093,Person,Fire,51.238,-122.0482,8.0,42.9,63.6,51.8,24.4,34.97,,12.8,,155.91,39.3,0.02,8.7,1.3,1009.5,"['""""', '51.238', '-122.0482', '""51.238', ' -122.0482""', '""51.238', ' -122.0482""', '""""', '""Rain""\n']"
V51864,20200323.12,Person,Fire,49.5172,-123.7625,2.0,38.1,47.0,42.4,36.1,78.82,,9.1,25.3,143.92,36.3,0.42,627.5,0.0,1010.0,"['""""', '49.5172', '-123.7625', '""49.5172', ' -123.7625""', '""49.5172', ' -123.7625""', '""""', '""Rain""\n']"
K20819,20010316.2,Person,Fire,50.6693,-121.2658,10.0,33.8,45.2,39.7,28.1,63.84,,17.1,,187.77,26.1,0.04,14.6,51.7,1014.3,"['""Precipitation In Vicinity""', '50.6693', '-121.2658', '""50.6693', ' -121.2658""', '""50.6693', ' -121.2658""', '""""', '""Rain', ' Partially cloudy""\n']"
N10012,20130426.1032,Person,Nuisance Fire,49.0987,-115.079,2.0,38.8,67.2,56.1,28.7,36.19,,15.6,38.4,243.92,31.3,0.0,26.5,27.1,1016.0,"['""""', '49.0987', '-115.079', '""49.0987', ' -115.079""', '""49.0987', ' -115.079""', '""""', '""Partially cloudy""\n']"
K50747,20090718.2045,Person,Fire,49.8916,-119.5735,200.0,54.7,93.4,75.4,41.7,33.7,89.2,13.0,27.3,210.71,,0.0,9.2,4.3,1014.3,"['""""', '49.8916', '-119.5735', '""49.8916', ' -119.5735""', '""49.8916', ' -119.5735""', '""""', '""Clear""\n']"
C10175,20040623.2,Lightning,Fire,53.0692,-124.5789,1510.0,,,,,,,,,,,0.0,,,,"['""""', '53.0692', '-124.5789', '""53.0692', ' -124.5789""', '""53.0692', ' -124.5789""', '""No data available""', '""""\n']"
K30225,20000731.104000002,Lightning,Fire,51.2808,-118.772,6.1000000000000005,59.2,80.9,71.0,60.7,70.95,84.2,10.2,,172.21,,0.24,6.9,15.8,1014.8,"['""Heavy Rain', ' Light Rain""', '51.2808', '-118.772', '""51.2808', ' -118.772""', '""51.2808', ' -118.772""', '""""', '""Rain""\n']"
K71026,20130331.163,Person,Fire,50.1927,-121.5785,2.0,33.8,75.3,51.7,35.8,61.44,,6.9,,114.92,43.2,0.04,8.7,0.0,1017.5,"['""""', '50.1927', '-121.5785', '""50.1927', ' -121.5785""', '""50.1927', ' -121.5785""', '""""', '""Rain""\n']"
C10425,20101105.14,Person,Fire,52.8402,-124.0192,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
G32373,20180809.17394,Unknown,Fire,52.26900000000001,-118.5776,13.0,47.5,96.8,69.7,54.3,64.94,96.8,10.3,21.9,231.96,,0.0,107.4,7.4,1014.4,"['""""', '52.26900000000001', '-118.5776', '""52.26900000000001', ' -118.5776""', '""52.26900000000001', ' -118.5776""', '""""', '""Clear""\n']"
G40532,20011006.15,Person,Fire,53.5797,-125.0671,2.5,30.3,55.5,37.9,,,,,,,,0.0,,0.0,,"['""""', '53.5797', '-125.0671', '""53.5797', ' -125.0671""', '""53.5797', ' -125.0671""', '""""', '""Clear""\n']"
R50101,20150627.1715,Lightning,Fire,53.03890000000001,-127.4585,1159.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
N70255,20140730.1815,Lightning,Fire,49.7914,-117.0082,15.0,58.8,95.2,74.7,53.7,52.52,92.2,8.8,17.2,160.79,,0.01,128.9,8.1,1015.2,"['""""', '49.7914', '-117.0082', '""49.7914', ' -117.0082""', '""49.7914', ' -117.0082""', '""""', '""Rain""\n']"
K50210,20140707.1603,Person,Fire,49.3142,-119.6568,20.0,60.3,85.4,73.7,50.8,47.11,82.9,7.1,,224.29,,0.0,631.6,0.0,1016.3,"['""""', '49.3142', '-119.6568', '""49.3142', ' -119.6568""', '""49.3142', ' -119.6568""', '""""', '""Clear""\n']"
K51836,20191107.111835998,Unknown,Fire,49.0732,-119.4473,80.0,30.8,46.1,37.9,30.7,75.98,,8.0,,139.63,33.5,0.0,191.7,0.0,1028.0,"['""""', '49.0732', '-119.4473', '""49.0732', ' -119.4473""', '""49.0732', ' -119.4473""', '""""', '""Clear""\n']"
R92033,20180730.0043,Lightning,Fire,59.85590000000001,-128.6699,100779.0,58.8,77.0,69.7,53.5,57.89,,11.0,,132.54,,0.0,86.7,30.7,1020.7,"['""""', '59.85590000000001', '-128.6699', '""59.85590000000001', ' -128.6699""', '""59.85590000000001', ' -128.6699""', '""""', '""Partially cloudy""\n']"
G71668,20170803.1524,Lightning,Fire,55.4026,-122.08200000000001,58.0,45.9,71.6,60.4,48.2,67.02,,11.4,26.4,133.33,,0.0,18.0,10.9,1021.3,"['""Thunderstorm Without Precipitation', ' Rain Showers""', '55.4026', '-122.08200000000001', '""55.4026', ' -122.08200000000001""', '""55.4026', ' -122.08200000000001""', '""""', '""Clear""\n']"
K71024,20130331.143,Person,Fire,50.40150000000001,-121.323,2.0,35.1,74.2,51.8,34.4,58.05,,6.6,,177.83,43.1,0.04,8.7,0.0,1017.5,"['""""', '50.40150000000001', '-121.323', '""50.40150000000001', ' -121.323""', '""50.40150000000001', ' -121.323""', '""""', '""Rain""\n']"
K71856,20200319.103520002,Person,Fire,50.2636,-121.5733,66.0,26.5,59.1,40.0,21.9,54.55,,6.7,,253.92,25.7,0.0,28.2,0.0,1021.4,"['""""', '50.2636', '-121.5733', '""50.2636', ' -121.5733""', '""50.2636', ' -121.5733""', '""""', '""Clear""\n']"
G80147,20000627.12,Lightning,Fire,58.4053,-120.9253,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
V60283,20030731.13,Person,Fire,48.4758,-123.4757,2.0,55.3,67.1,60.3,55.8,85.57,,19.3,,221.46,,0.0,,0.0,1014.2,"['""""', '48.4758', '-123.4757', '""48.4758', ' -123.4757""', '""48.4758', ' -123.4757""', '""""', '""Clear""\n']"
N60063,20010523.16,Person,Fire,49.66670000000001,-118.683,2.0,57.9,90.2,75.7,50.3,43.62,87.5,14.3,,180.33,,0.07,13.7,37.2,1011.9,"['""Precipitation In Vicinity', ' Thunderstorm', ' Sky Unchanged""', '49.66670000000001', '-118.683', '""49.66670000000001', ' -118.683""', '""49.66670000000001', ' -118.683""', '""""', '""Rain', ' Partially cloudy""\n']"
C50013,20080413.15,Person,Nuisance Fire,52.0122,-123.1844,3.8,24.9,51.2,38.3,16.5,46.01,,16.2,32.2,269.91,21.6,0.0,14.9,28.5,1012.2,"['""""', '52.0122', '-123.1844', '""52.0122', ' -123.1844""', '""52.0122', ' -123.1844""', '""""', '""Partially cloudy""\n']"
V60839,20120924.17,Person,Fire,48.80430000000001,-123.8286,4.4,50.2,61.0,55.8,50.6,82.92,,10.6,,286.58,,0.0,,0.0,1019.1,"['""""', '48.80430000000001', '-123.8286', '""48.80430000000001', ' -123.8286""', '""48.80430000000001', ' -123.8286""', '""""', '""Clear""\n']"
G90800,20061005.15,Person,Fire,57.8951,-123.7543,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
C50308,20060722.2044,Lightning,Fire,52.1604,-123.7152,199.0,52.4,93.3,75.5,50.6,49.02,89.9,1.0,,,,0.14,,0.0,1018.5,"['""""', '52.1604', '-123.7152', '""52.1604', ' -123.7152""', '""52.1604', ' -123.7152""', '""""', '""Rain""\n']"
K40684,20030830.13,Person,Fire,50.06200000000001,-118.6808,2.0,52.1,85.8,67.8,44.3,44.92,83.2,6.2,,166.67,,0.02,11.9,6.8,1016.5,"['""Heavy Rain""', '50.06200000000001', '-118.6808', '""50.06200000000001', ' -118.6808""', '""50.06200000000001', ' -118.6808""', '""""', '""Rain""\n']"
G40066,20140518.1441,Person,Nuisance Fire,53.8817,-123.8479,4.0,42.1,65.9,53.4,40.2,64.16,,10.7,19.5,145.96,37.8,0.0,55.5,17.8,1007.9,"['""Lightning Without Thunder""', '53.8817', '-123.8479', '""53.8817', ' -123.8479""', '""53.8817', ' -123.8479""', '""""', '""Clear""\n']"
K20187,20060627.1245,Person,Fire,51.43530000000001,-119.689,234.0,,,,,,,,,,,0.0,,,,"['""""', '51.43530000000001', '-119.689', '""51.43530000000001', ' -119.689""', '""51.43530000000001', ' -119.689""', '""No data available""', '""""\n']"
G80141,20160505.2129,Unknown,Duplicate,56.2817,-121.39,236.0,37.7,63.1,51.3,21.1,32.92,,16.9,26.8,229.25,32.4,0.0,17.8,41.6,1020.9,"['""""', '56.2817', '-121.39', '""56.2817', ' -121.39""', '""56.2817', ' -121.39""', '""""', '""Partially cloudy""\n']"
K70296,20010826.16,Person,Fire,50.2686,-121.3978,3.0,53.3,89.7,72.1,49.3,48.5,86.2,28.9,,185.86,,0.0,8.7,3.5,1015.0,"['""""', '50.2686', '-121.3978', '""50.2686', ' -121.3978""', '""50.2686', ' -121.3978""', '""""', '""Clear""\n']"
G90281,20120727.1356,Lightning,Fire,58.3526,-121.4504,6.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
G81916,20180728.2333,Lightning,Fire,58.1784,-121.7069,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
